year,exam,question_number,statement,option_a,option_b,option_c,option_d,correct_option,answer_key_status,question_source_url,answer_key_source_url,question_extraction_status
2015,AEMET A1 Acceso Libre — Primer ejercicio,11,¿Cuál de las siguientes no es una herramienta de copia remota de ficheros?,rcp,rsync,ftp,vtam,D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,12,Señale el tipo de engelamiento menos peligroso para el vuelo:,Hielo debido a precipitación helada.,Cencellada blanca.,Hielo mixto.,Hielo transparente.,B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,13,"En relación con el derecho a acceder a la información pública, en los términos previstos en el artículo 105.b) de la Constitución Española y desarrollados por la Ley 19/2013, de 9 de diciembre, de Transparencia, Acceso a la Información Pública y Buen Gobierno, marque aquella información en la que podrá limitarse el derecho de acceso:",El organigrama actualizado que identifique a los responsables de los diferentes órganos y su perfil y trayectoria profesional.,"Las memorias e informes que conformen los expedientes de elaboración de los textos normativos, en particular, la memoria del análisis de impacto normativo regulada por el Real Decreto 1083/2009, de 3 de julio.","La relación de los convenios suscritos por AEMET, con mención de las otras partes firmantes, su objeto, plazo de duración, modificaciones realizadas, obligados a la realización de las prestaciones y, en su caso, las obligaciones económicas convenidas.","La información meteorológica necesaria para las Fuerzas Armadas, la defensa nacional y para las Fuerzas y Cuerpos de Seguridad del Estado, así como la prestación del apoyo meteorológico adecuado para el cumplimiento de sus misiones. __________________________________________________________________________________________ 4 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,14,El gradiente térmico establecido para una atmósfera estándar en una capa que va desde la superficie a la tropopausa es:,"– 0,65 K/km",-10 K/km,"-6,5 K/km",-1 K/km,C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,15,Las corrientes en chorro polar y subtropical en el hemisferio norte se caracterizan por:,Las dos corrientes se localizan muy próximas a la tropopausa.,Son perfectamente distinguibles durante todo el año.,El chorro polar se intensifica en invierno y el subtropical se intensifica en verano.,El número de Rossby es muy grande y no se mantiene el equilibrio geostrófico a lo largo de la corriente.,A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,16,De los teoremas de circulación podemos concluir que:,"Para un fluido barotrópico en movimiento, se mantiene constante la circulación absoluta.","Para un fluido barotrópico en movimiento, se mantiene constante la circulación relativa.",La circulación relativa permanecerá constante si el término solenoidal es nulo.,La circulación relativa no depende del término solenoidal.,A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,17,"Siendo εr y μr la permitividad y la permeabilidad relativas del medio respectivamente, el índice de refracción absoluto del medio se puede expresar como:",( εr μr )1/2,( εr μr )-1/2,( εr / μr )1/2,"( εr / μr )-1/2 __________________________________________________________________________________________ 5 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,18,"¿Qué consecuencias tiene en el valor de la media aritmética, la desviación típica y el coeficiente de variación de Pearson, el que a todos los elementos de la muestra se les reste una constante?",Ninguno de los tres estadísticos varía.,Sólo varía la media.,Los tres estadísticos varían.,"La media y el coeficiente de variación varían, la desviación típica no.",D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,19,"En un proceso de nucleación heterogénea la curva de Köhler, que proporciona la razón de saturación de equilibrio en función del tamaño de las gotitas de disolución, indica que:","para radios muy pequeños de gotitas de disolución, prevalece el efecto de curvatura al de disolución, por lo que, para humedades inferiores al 100%, estas gotitas tienden a evaporarse.","para gotitas con radios mayores que r*, para que la gotita crezca, es necesario un aumento de la razón de saturación ambiental.",las gotitas con radios ligeramente inferiores a r* crecen a causa de un aumento de la humedad relativa.,la razón de saturación crítica es inferior a 1 Siendo r* el radio de equilibrio que se alcanza para la razón de saturación crítica.,C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,20,¿En qué condiciones se localiza a mayor profundidad la termoclina en el Pacífico tropical oriental durante los meses de enero a febrero?:,Cuando la circulación de Walker es más intensa.,Durante un episodio La Niña.,Durante un episodio El Niño.,"En condiciones normales, sin situación Niño ni Niña.",C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,21,"Considerando una onda electromagnética que se propaga en un medio dispersivo y homogéneo, indique cuál de las siguientes afirmaciones es correcta:",La velocidad de fase de la onda electromagnética en dicho medio es independiente de su frecuencia.,Cuando la velocidad de grupo es menor que la velocidad de fase se produce la dispersión anómala.,Cuando la velocidad de grupo es mayor que la velocidad de fase se produce la dispersión normal.,"La ecuación de onda de Maxwell se reemplaza por la ecuación de onda con un término disipativo. __________________________________________________________________________________________ 6 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,22,Un piloto vuela en el hemisferio norte con viento de cola dentro de una corriente en chorro del frente polar. En un determinado momento la temperatura exterior empieza a disminuir rápidamente al tiempo que la turbulencia aumenta significativamente. ¿Con qué maniobra logrará el piloto salir de la zona de turbulencia lo más rápidamente posible?,Corrigiendo el rumbo hacia el norte.,Corrigiendo el rumbo hacia el sur.,Perdiendo altura.,Ganando altura.,B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,24,Imagine una isla en el Índico Sur cuya costa oriental se extiende durante unos cientos de kilómetros en la dirección norte-sur de manera aproximadamente rectilínea. Diga de qué rumbo proceden los vientos habituales en la zona si sabemos que las corrientes marinas que generan dan lugar a un afloramiento en esas costas.,Del sur.,Del sudeste.,Del este.,Del norte.,D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,25,Si en un test de hipótesis disminuimos la probabilidad de error tipo I entonces:,disminuye la probabilidad de error tipo II.,aumenta la potencia del test.,disminuye la potencia del test.,"la potencia del test permanece constante. __________________________________________________________________________________________ 7 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,26,"Supongamos que la órbita solar variase produciendo un aumento de la distancia media entre la Tierra y el Sol. Admitiendo que la constante solar se mantuviese constante, la fracción entre el flujo solar total en la cima de la atmósfera terrestre y el interceptado por la Tierra:",se mantendría constante.,dependería del albedo terrestre.,aumentaría.,disminuiría.,A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,27,Los frentes se caracterizan por poseer:,"intensos gradientes verticales de temperatura, alta inestabilidad estática y fuerte cizalladura horizontal y vertical del viento.","intensos gradientes horizontales de temperatura, alta estabilidad estática y fuerte cizalladura horizontal y vertical del viento.","suaves gradientes horizontales de temperatura, alta inestabilidad estática y fuerte cizalladura horizontal y vertical del viento.","intensos gradientes horizontales de temperatura, alta inestabilidad estática y fuerte cizalladura horizontal y vertical del viento.",B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,28,"Según la teoría cinética de los gases, la temperatura absoluta de un cuerpo es una medida de:",la energía cinética total de las partículas del gas.,la energía cinética media de las partículas del gas.,la energía potencial media de las partículas del gas,la energía potencial de las partículas del gas.,B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,29,"Si f es un campo de fuerzas en R3 tal que su circulación entre dos puntos cualesquiera del espacio no depende de la trayectoria, se cumple necesariamente que:",Ñ ´ f = Ñ·(Ñ·f),Ñ ´ f = -f·(Ñ·f),Ñ ´ f = 0,"Ñ ´ f = Ñ2·f __________________________________________________________________________________________ 8 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,30,Respecto al viento geostrófico se puede decir que:,"para movimientos a escala sinóptica en latitudes medias, el viento geostrófico es una estimación por exceso del viento equilibrado en una región de curvatura ciclónico.","para movimientos a escala sinóptica en latitudes medias, el viento geostrófico es una estimación por exceso del viento equilibrado en una región de curvatura anticiclónica.",se obtiene de suponer equilibrio entre la fuerza del gradiente de presión y la fuerza centrífuga.,se obtiene de considerar un campo de presión uniforme.,A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,31,Indica cuál de las siguientes afirmaciones es correcta:,La resistencia al movimiento en un fluido con movimiento laminar es directamente proporcional a la velocidad y al coeficiente de viscosidad del medio.,La resistencia al movimiento en un fluido con movimiento turbulento es directamente proporcional al cuadrado de la velocidad y al coeficiente de viscosidad del medio.,La resistencia al movimiento en un fluido con movimiento laminar es directamente proporcional a la velocidad e independiente de la viscosidad del medio.,La resistencia al movimiento en un fluido con movimiento laminar es inversamente proporcional a la velocidad y al coeficiente de viscosidad del medio.,A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,32,"Para calcular la velocidad terminal de caída de una gotita de agua de radio r hay que igualar la fuerza de arrastre ejercida sobre una esfera de radio r por un fluido viscoso con la fuerza de la gravedad sobre dicha esfera. En el caso de gotitas con radios menores de 40 micras, la Ley de Stokes considera que dicha velocidad terminal de caída es proporcional a: -1",r,r,r2,"r1/2 __________________________________________________________________________________________ 9 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,33,La energía procedente del sol que llega a la tierra se distribuye de la siguiente manera:,60% llega a la superficie terrestre (40% directa + 20% difusa); 10% devuelta al espacio por el sistema tierra-atmósfera; 30% absorbida por la atmósfera.,80% llega a la superficie terrestre (40% directa + 40% difusa); 5% devuelta al espacio por el sistema tierra-atmósfera; 15% absorbida por la atmósfera.,80% llega a la superficie terrestre (40% directa + 40% difusa); 15% devuelta al espacio por el sistema tierra-atmósfera; 5% absorbida por la atmósfera.,50% llega a la superficie terrestre (25% directa + 25% difusa); 30% devuelta al espacio por el sistema tierra-atmósfera; 20% absorbida por la atmósfera.,D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,34,"Sobre las curvas de temperatura del punto de rocío y temperatura de una burbuja de aire en un diagrama termodinámico, se necesitan dos puntos en este para representar el estado termodinámico de la burbuja de aire. Si este estado viene representado por dos ternas de valores, la primera terna referida a la curva de temperatura de rocío y la segunda terna a la curva de la temperatura, señale cual de estas opciones es la correcta para representar el estado de la burbuja:","(p, Td, rs), (p, T, rs)","(p, T, rs), (p, Td, rs)","(p, T, rs), (p, T, r)","(p, Td, r), (p, T, rs) Donde p es la presión del aire, T su temperatura, Td su temperatura de rocío; r y rs sus razones de mezcla actual y saturante, respectivamente.",D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,35,"Entre los siguientes gastos necesarios para el ejercicio de las actividades AEMET, NO son imputables al capítulo 2 los originados por:",la adquisición de bienes fungibles.,el abono de Indemnizaciones por razón del servicio.,la adquisición de bienes susceptibles de inclusión en inventario.,"la edición y distribución de publicaciones. __________________________________________________________________________________________ 10 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,36,"En el hemisferio norte, en ocasiones, los vórtices zonales del oeste son interrumpidos en medio del invierno. Como consecuencia se destruye el vórtice y se produce un calentamiento a gran escala de la atmósfera polar que tiene las siguientes consecuencias:",Se invierte el gradiente meridional de temperatura y se crea una corriente circumpolar del oeste.,Se invierte el gradiente meridional de temperatura y se crea una corriente circumpolar del este.,Se invierte el gradiente zonal de temperatura y se crea una corriente circumpolar del oeste.,Se invierte el gradiente zonal de temperatura y se crea una corriente circumpolar del este.,B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,37,"Por lo común, ¿Cuál es la variable espacial en los modelos de balance de energía de una dimensión, empleados en los estudio de retroalimentación hielo-albedo?",Elevación sobre la superficie.,Longitud.,Latitud.,Acimut respecto al meridiano de la posición de referencia.,C,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,38,Señale la afirmación correcta referente al campo eléctrico de buen tiempo:,El campo eléctrico de buen tiempo es tal que la atmósfera está cargada negativamente respecto al suelo.,El campo eléctrico de buen tiempo no es lineal con la altitud.,En condiciones de buen tiempo el potencial se hace más negativo con la altitud.,"Los iones grandes, debido a su masa, adquieren velocidades mayores que los iones pequeños.",B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,39,"Según el artículo 1.1 de la Constitución Española de 1978, los valores superiores del Ordenamiento Jurídico son:","la justicia, la igualdad y el Estado social y democrático de Derecho.","la libertad, la justicia, la igualdad y el pluralismo político.","la libertad, la justicia, la proporcionalidad y el pluralismo político.","la igualdad, el pluralismo político y la monarquía parlamentaria. __________________________________________________________________________________________ 11 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,40,¿Cuál de los siguientes factores NO es atendido en la cuantía y estructura de las retribuciones complementarias de los funcionarios que se establecen por las correspondientes leyes de cada Administración Pública?,La progresión alcanzada por el funcionario dentro del sistema de carrera administrativa.,"La especial dificultad técnica, responsabilidad, dedicación, incompatibilidad exigible para el desempeño de determinados puestos de trabajo o las condiciones en que se desarrolla el trabajo.","El grado de interés, iniciativa o esfuerzo con que el funcionario desempeña su trabajo y el rendimiento o resultados obtenidos.","Los trienios, cuya cuantía será igual para cada Subgrupo o Grupo de clasificación profesional, en el supuesto de que este no tenga Subgrupo, por cada tres años de servicio.",D,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,41,¿Cambiaría la luz amarillenta del farol de un tren si éste se acercara a nosotros con suficiente velocidad?,"No, el efecto Doppler no se produce en ondas electromagnéticas debido a su alta velocidad de propagación.","Sí, aunque para que se apreciara el efecto Doppler, la velocidad del tren debería ser próxima a la de la luz y, en ese caso, la luz se haría más verdosa.","Sí, aunque para que se apreciara el efecto Doppler, la velocidad del tren debería ser próxima a la de la luz, y, en ese caso, la luz se haría más rojiza.","No, el efecto Doppler no se produce en ondas transversales, sólo en ondas longitudinales como el sonido.",B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,42,Señale la afirmación correcta referente al arco iris:,Se forma por difracción de la luz solar al atravesar las gotas de lluvia.,"Se forma por la refracción de la luz al atravesar las gotas de lluvia, produciéndose en cada una de ellas una reflexión interna total.",La longitud del radio del arco iris varía en forma proporcional al tamaño de las gotas de lluvia.,"La longitud del radio del arco iris varía en forma inversa al tamaño de las gotas de lluvia. __________________________________________________________________________________________ 12 Tribunal Calificador de las Pruebas Selectivas para el acceso al Cuerpo Superior de Meteorólogos del Estado, por el sistema general de acceso libre (Orden AAA/1378/2015 de 26 de junio; BOE 164, de 10 de julio de 2015) ______________________________________________________________________ PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ___________________________________________________________________________________________",B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,43,"Un cuerpo a temperatura T1 cede Q calorías al medio ambiente de temperatura T2, siendo la temperatura del cuerpo mayor que la del ambiente. ¿Qué ocurrirá con la entropía del cuerpo en esta transformación irreversible?",La entropía aumenta.,La entropía disminuye.,La entropía permanece constante.,Depende del valor de las temperaturas.,B,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
2015,AEMET A1 Acceso Libre — Primer ejercicio,44,"Según el artículo 137 de la Constitución, el Estado se organiza territorialmente en:","municipios, provincias y las Comunidades Autónomas que se constituyan.","municipios, mancomunidades de municipios y las Comunidades Autónomas que sucedan a las regiones.","provincias, regiones y las Comunidades Autónomas.","entidades locales, autonómicas e internacionales, en su caso.",A,official,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/plantilla_ejercicio1_meteorologos_libre_tcm30-94710.pdf,text_extracted
