question_id,year,question_number,source_pdf_page,issue_flags,current_verification_status,source_pdf_url,review_action
aemet-a1-acceso-libre-primer-ejercicio-2016-29,2016,29,11,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-3,2016,3,1,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-30,2016,30,11,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-31,2016,31,11,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-32,2016,32,12,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-33,2016,33,12,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-34,2016,34,12,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-35,2016,35,13,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-36,2016,36,13,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-37,2016,37,13,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-38,2016,38,14,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-39,2016,39,14,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-4,2016,4,2,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-40,2016,40,14,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-41,2016,41,15,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-42,2016,42,15,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-43,2016,43,15,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-44,2016,44,16,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-45,2016,45,16,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-46,2016,46,16,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-47,2016,47,17,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-48,2016,48,17,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-49,2016,49,17,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-51,2016,51,18,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-52,2016,52,18,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-53,2016,53,19,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-54,2016,54,19,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-55,2016,55,20,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-56,2016,56,20,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-57,2016,57,20,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-58,2016,58,21,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-59,2016,59,21,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-6,2016,6,2,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-60,2016,60,21,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-61,2016,61,22,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-63,2016,63,22,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-64,2016,64,23,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-65,2016,65,23,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-66,2016,66,23,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-67,2016,67,24,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-68,2016,68,24,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-69,2016,69,24,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-7,2016,7,3,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-70,2016,70,25,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-71,2016,71,25,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-72,2016,72,25,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-73,2016,73,26,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-74,2016,74,26,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-76,2016,76,26,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-77,2016,77,27,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-78,2016,78,27,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-79,2016,79,27,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-8,2016,8,3,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-80,2016,80,28,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-81,2016,81,28,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-82,2016,82,28,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-83,2016,83,29,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-84,2016,84,29,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-86,2016,86,30,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-87,2016,87,30,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-88,2016,88,30,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-89,2016,89,31,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-9,2016,9,3,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-90,2016,90,31,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-91,2016,91,31,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-92,2016,92,32,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-93,2016,93,32,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-94,2016,94,32,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-96,2016,96,33,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-97,2016,97,33,scanned_pdf_ocr_requires_visual_review;pdf_page_header_or_footer_embedded,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-98,2016,98,34,scanned_pdf_ocr_requires_visual_review,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2016-99,2016,99,34,scanned_pdf_ocr_requires_visual_review;suspected_ocr_word_corruption,needs_review,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-100,2017,100,28,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-12,2017,12,5,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-16,2017,16,6,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-21,2017,21,7,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-26,2017,26,8,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-30,2017,30,9,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-34,2017,34,10,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-38,2017,38,11,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-4,2017,4,3,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-42,2017,42,12,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-46,2017,46,13,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-48,2017,48,14,suspected_ocr_word_corruption,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-50,2017,50,14,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
