stable_id,existing_row,source_question,final_answer,disposition,review_status,intended_mutation,source_url
aemet-a1-acceso-libre-primer-ejercicio-2015-3,needs_review:A:legacy,2015-3,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-4,verified:B:legacy,2015-4,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-5,verified:D:legacy,2015-5,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-6,needs_review:C:legacy,2015-6,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-7,needs_review:C:legacy,2015-7,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-8,verified:A:legacy,2015-8,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-9,verified:B:legacy,2015-9,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-10,needs_review:D:legacy,2015-10,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-11,verified:D:legacy,2015-11,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-12,verified:B:legacy,2015-12,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-13,needs_review:D:legacy,2015-13,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-14,verified:C:legacy,2015-14,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-15,verified:A:legacy,2015-15,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-16,verified:A:legacy,2015-16,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-17,needs_review:A:legacy,2015-17,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-18,verified:D:legacy,2015-18,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-19,verified:C:legacy,2015-19,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-20,verified:C:legacy,2015-20,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-21,needs_review:D:legacy,2015-21,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-22,verified:B:legacy,2015-22,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-24,verified:D:legacy,2015-24,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-25,needs_review:C:legacy,2015-25,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-26,verified:A:legacy,2015-26,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-27,verified:B:legacy,2015-27,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-28,verified:B:legacy,2015-28,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-29,needs_review:C:legacy,2015-29,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-30,verified:A:legacy,2015-30,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-31,verified:A:legacy,2015-31,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-32,needs_review:C:legacy,2015-32,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-33,verified:D:legacy,2015-33,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-34,needs_review:D:legacy,2015-34,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-35,needs_review:C:legacy,2015-35,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-36,verified:B:legacy,2015-36,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-37,verified:C:legacy,2015-37,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-38,verified:B:legacy,2015-38,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-39,needs_review:B:legacy,2015-39,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-40,verified:D:legacy,2015-40,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-41,verified:B:legacy,2015-41,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-42,needs_review:B:legacy,2015-42,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-43,verified:B:legacy,2015-43,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-44,verified:A:legacy,2015-44,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-46,needs_review:A:legacy,2015-46,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-47,verified:A:legacy,2015-47,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-48,verified:C:legacy,2015-48,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-49,verified:D:legacy,2015-49,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-51,verified:A:legacy,2015-51,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-52,verified:C:legacy,2015-52,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-53,verified:A:legacy,2015-53,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-54,needs_review:A:legacy,2015-54,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-56,verified:A:legacy,2015-56,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-57,verified:B:legacy,2015-57,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-58,needs_review:A:legacy,2015-58,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-59,verified:D:legacy,2015-59,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-60,verified:B:legacy,2015-60,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-61,needs_review:D:legacy,2015-61,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-62,verified:A:legacy,2015-62,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-63,verified:B:legacy,2015-63,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-64,verified:A:legacy,2015-64,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-65,needs_review:A:legacy,2015-65,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-66,verified:A:legacy,2015-66,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-67,verified:B:legacy,2015-67,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-68,verified:C:legacy,2015-68,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-69,needs_review:B:legacy,2015-69,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-70,verified:B:legacy,2015-70,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-71,verified:B:legacy,2015-71,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-72,verified:A:legacy,2015-72,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-73,needs_review:A:legacy,2015-73,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-74,verified:B:legacy,2015-74,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-75,verified:D:legacy,2015-75,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-76,verified:B:legacy,2015-76,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-77,needs_review:C:legacy,2015-77,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-78,verified:A:legacy,2015-78,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-79,verified:C:legacy,2015-79,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-80,needs_review:C:legacy,2015-80,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-81,verified:C:legacy,2015-81,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-82,verified:D:legacy,2015-82,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-83,verified:B:legacy,2015-83,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-84,needs_review:D:legacy,2015-84,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-85,verified:D:legacy,2015-85,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-87,verified:A:legacy,2015-87,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-88,needs_review:A:legacy,2015-88,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-89,verified:A:legacy,2015-89,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-90,verified:B:legacy,2015-90,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-91,verified:C:legacy,2015-91,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-92,needs_review:A:legacy,2015-92,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-93,verified:C:legacy,2015-93,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-94,verified:B:legacy,2015-94,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-95,verified:C:legacy,2015-95,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-96,needs_review:D:legacy,2015-96,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-97,needs_review:A:legacy,2015-97,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-98,verified:A:legacy,2015-98,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-99,needs_review:A:legacy,2015-99,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-100,verified:B:legacy,2015-100,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-101,verified:D:legacy,2015-101,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-102,verified:B:legacy,2015-102,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-103,needs_review:C:legacy,2015-103,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-104,verified:A:legacy,2015-104,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-105,verified:D:legacy,2015-105,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-106,verified:B:legacy,2015-106,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-107,needs_review:D:legacy,2015-107,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
